,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft
78,76,40,1454,7,Deca SW,40,Office (General Office Types),Offices (Non-medical),,Bartoletti and Sons,48:40.6,48:42.4,2,5,FALSE,TRUE,1,2,1980,0.1,,1,130,1000,1,6,6,6,7,83160,12.62626263,42,1,1,68.904,113.6523954,,105.1842,0.93,108.0508246,,,,,,,772.2,83.16,689.04,
79,77,41,1255,90,Retrofit,,,,,"Bruen, Bernhard and Beer",32:35.4,32:36.5,2,5,FALSE,TRUE,1,1,,,,1,13,20000,1,6,6,6,13,0,0,78,1,1,0,0,,0,,,,,,,,,0,0,0,
80,79,43,1257,93,Example Project,16,Entertainment,Public assembly,,"Cruickshank, Hermiston and Vandervort",32:30.3,32:33.9,2,5,FALSE,TRUE,3,72,5110,0.08,,3,31914,14750,3,146,146,104,180,31144720,97.03196347,8402,4,4,7347.1872,7347.1872,,68238.2,,10.76697099,1509 Robert Street,Boise,ID,83705,43.590958,-116.21259,130868.56,39028.72,91839.84,
81,81,44,1267,94,Gietzen Electric,40,Office (General Office Types),Offices (Non-medical),2249,Lakin and Sons,31:07.8,31:10.4,2,5,FALSE,TRUE,2,6,3120,0.1,,2,846,22000,2,21,24,15,48,776880,48.07692308,249,3,4,112.32,118.7628,,257.5488,2.17,46.11273669,125 9th Ave,Buhl,ID,83316,42.599346,-114.758545,1900.08,776.88,1123.2,
82,84,46,1256,97,asdfasdf,,,,,Rau-Graham,32:34.1,32:35.3,2,5,FALSE,TRUE,1,1,3800,,,1,458,10000,1,100,100,100,10,3800000,13.15789474,1000,1,1,0,0,,0,,,,,,,,,174040,3800,170240,
83,87,50,1316,20,YMCA Downtown Pool Lights,22,Gymnasium,Public assembly,2336,"Raynor, Ritchie and Ondricka",20:22.7,20:24.9,2,5,FALSE,TRUE,1,3,5177,0.05,,1,696,10000,1,208,208,104,290,78069160,19.3162063,15080,2,2,2342.0748,3765.7498,,19314.672,5.13,19.49683536,1050 W State Street,Boise,ID,83702,43.620235,-116.20327,124910.656,78069.16,46841.496,
84,88,54,1280,100,Sweet Pizza_23,9,Commercial Condos,Offices (Non-medical),2349,"Kuhlman, Cummerata and Mertz",40:35.9,40:53.0,2,5,FALSE,TRUE,11,3536,4088,0.08,,11,3203200,18411.76471,11,0,0,97,280.5,4111526,642.3051834,1316.5,21,31,116.6176,116.6176,,17427.6298,,0.66915353,5429 32nd Ave NW,Seattle,WA,98107,47.668373,-122.39867,41807.968,40350.248,1457.72,
85,89,61,1263,100,Washington Park Tower SCL,9,Commercial Condos,Offices (Non-medical),2349,"Kuhlman, Cummerata and Mertz",31:38.3,32:23.0,2,5,FALSE,TRUE,16,9072,4117.666667,0.08,,16,8211456,13285.71429,16,147,221,109,198,7178820,131.2785388,893,21,31,5977.05408,5977.05408,,46407.03084,,12.87963046,1620 43rd Ave E,Seattle,WA,98112,47.63383,-122.276245,109922.588,35209.412,74713.176,
86,90,51,1275,87,DFI RAPTOR HANGAR,,,,2220,Greenfelder Group,29:50.2,29:53.1,2,5,FALSE,TRUE,2,2,4380,0.13,,2,3090,10000,2,40,40,40,600,52560000,25.11415525,12000,40,40,10761.66,10761.66,,13810.4675,1.28,77.92393704,,,,,,,135342,52560,82782,24320
87,91,56,1269,87,DFI 6D RIDING ARENA,17,Exercise Center,Public assembly,2220,Greenfelder Group,30:35.4,30:36.8,2,5,FALSE,TRUE,1,1,1040,0.13,,1,295,10000,1,48,48,48,125,6240000,48.07692308,6000,48,48,1103.232,1103.232,,10359,,10.64998552,Bee Cave Road,Austin,TX,78733,30.295656,-97.82849,14726.4,6240,8486.4,24192
88,92,52,1276,101,Flow,17,Exercise Center,Public assembly,2239,"Fadel, Kunze and Emard",29:46.1,29:50.1,2,5,FALSE,TRUE,2,12,4380,0.09,,2,1140,12500,2,244,244,122,56,9075360,22.83105023,1036,6,6,2436.156,2436.156,,1046.3898,0.43,232.8153428,,,,,,,33200.4,6132,27068.4,
89,93,159,1349,103,Western Academy,,,,2251,Pfeffer Inc,11:05.9,11:14.4,2,5,FALSE,TRUE,4,36,3650,0.1,,4,15840,21000,4,1463,2932,1020,126,67014000,47.94520548,18360,7,17,13494.78,13494.78,,7570.5624,0.56,178.2533356,,,,,,,201961.8,67014,134947.8,
90,94,55,1447,123,Forest Heights Baptist Church,5,Church,Religious worship,2251,"Yundt, Kirlin and Corwin",49:01.0,49:03.5,2,5,FALSE,TRUE,4,4,4300,0.1,,4,4916,10500,4,14,14,14,210,3655000,102.3255814,850,4,4,922.35,922.35,,3414.25,3.9,27.01471773,6371 Oxon Hill Road,Oxon Hill,MD,20745,38.80433,-76.99438,12878.5,3655,9223.5,
91,103,64,1371,110,The Emerson Apartments LED Retrofit,37,Multi-Family (Common Areas),Other,2251,"Trantow, Swift and Barrows",07:13.4,07:29.8,2,5,FALSE,TRUE,6,126,8760,0.07,,6,30492,25666.66667,6,9823,9831,1661,213,140089920,102.739726,15992,20,23,14245.2492,14281.2492,,23823.98574,1.67,59.94483608,4800 Printers Way,Frisco,TX,75033,33.157494,-96.844986,343593.48,140089.92,203503.56,
92,105,63,1299,14,V2 Test,40,Office (General Office Types),Offices (Non-medical),,Abernathy-Barton,22:27.6,22:28.9,2,5,FALSE,TRUE,1,1,4160,,,1,89,24000,1,1250,3750,3750,14,218400000,12.01923077,52500,1,3,0,4765.061415,,399375,,1.193129619,,,,,,,462800,218400,244400,100000
93,109,65,321,28,Motel 9,65,Other,Other,2311,Sipes Group,22:15.4,22:21.3,2,5,FALSE,TRUE,9,108,6366,0.1,,9,291060,15777.77778,9,62,71,71,1052,22571136,111.5469865,5136,18,16,3695.3604,3695.3604,,15181.16,4.11,24.34175254,,,,,,,59524.74,22571.136,36953.604,
94,110,66,1304,105,Kindred Arlington,,,,2254,Herzog Group,21:54.9,21:57.7,2,5,FALSE,TRUE,1,24,5000,0.08,,1,6500,13166.66667,1,330,165,165,18,17820000,0,2970,2,1,4118.4,4230.268033,,2574,,164.3460774,,,,,,,145716,94236,51480,
95,111,67,1293,19,Test Project 12-28,,,,2336,"Blanda, Stiedemann and Kiehn",25:26.2,25:29.3,2,5,FALSE,TRUE,5,75,1946.666667,0.08,,5,10500,23800,5,126,126,93,146,4688060,125.5707763,1393,11,11,216.3136,232.186692,,1632.753,7.11,14.22056441,,,,,,,5155.26,2451.34,2703.92,
96,111,676,1296,19,Test Project 12-28,,,,2336,"Blanda, Stiedemann and Kiehn",25:09.0,25:13.9,2,5,FALSE,TRUE,2,75,1946.666667,0.08,,2,4200,23800,2,59,59,33,24,1208880,39.9543379,292,4,4,189.5664,203.4767824,,279.6,1.37,72.77424264,,,,,,,5155.26,2785.68,2369.58,
97,111,677,1292,19,Test Project 12-28,,,,2336,"Blanda, Stiedemann and Kiehn",25:22.4,25:26.0,2,5,FALSE,TRUE,2,75,1946.666667,0.08,,2,4200,23800,2,59,59,33,24,1208880,39.9543379,292,4,4,231.6144,248.6102647,,329.6,1.33,75.42787156,,,,,,,5155.26,2260.08,2895.18,
98,111,679,1295,19,Test Project 12-28,,,,2336,"Blanda, Stiedemann and Kiehn",25:32.9,25:36.9,2,5,FALSE,TRUE,2,75,1946.666667,0.08,,2,4200,23800,2,59,59,33,24,1208880,39.9543379,292,4,4,231.6144,248.6102647,,329.6,1.33,75.42787156,,,,,,,5155.26,2260.08,2895.18,
99,112,70,637,20,McLaughlin Retrofit,42,Parking Garages,Services,2336,"Raynor, Ritchie and Ondricka",20:20.3,20:22.5,2,5,FALSE,TRUE,2,2,8760,0.105,,2,418,17000,2,49,96,96,38,12754560,10.2739726,1456,2,3,1984.0086,1984.0086,,3580.94784,1.8,55.40456574,100 S. Leadville Ave.,Ketchum,ID,83340,43.680374,-114.36192,31649.88,12754.56,18895.32,
100,116,95,1473,26,School Project,,,,2238,Toy LLC,47:03.9,47:07.3,2,5,FALSE,TRUE,3,90,6173.333333,0.08,,3,11970,17666.66667,3,310,305,155,55,7282200,180.7077626,1695,5,4,530.256,530.256,,420.336,0.79,126.1505082,,,,,,,13910.4,7282.2,6628.2,
101,116,819,1472,26,School Project,,,,2238,Toy LLC,46:59.8,47:03.8,2,5,FALSE,TRUE,3,90,6173.333333,0.08,,3,11970,17666.66667,3,310,310,160,55,7317200,180.7077626,1730,5,5,527.456,527.456,,462.89502,0.88,113.9472185,,,,,,,13910.4,7317.2,6593.2,
102,117,80,268,30,Fury Jeep Stillwater,1,Auto Related,Services,2357,"Bauch, Morar and Lakin",56:15.0,56:20.6,2,5,FALSE,TRUE,5,30,3550,0.11,,5,16290,29200,5,4377,4377,381,646,47140900,247.1528472,12850,18,18,8627.509,8627.509,,20488.314,3.2,42.10941418,,,,,,,125572.8,47140.9,78431.9,
103,118,81,255,30,Fury Motors CDJR,1,Auto Related,Services,2357,"Bauch, Morar and Lakin",56:03.7,56:14.8,2,5,FALSE,TRUE,4,513,3826.666667,0.11,,4,517788,16444.44444,4,71,71,71,87,4669200,43.95604396,1224,4,4,58931.6431,58931.6431,,130380.5457,2.21,45.19972114,1000 Concord St. South,South St. Paul,MN,55075,44.87357,-93.030624,723854.81,188112.6,535742.21,
104,119,84,432,30,Fury Ram Truck Center,1,Auto Related,Services,2357,"Bauch, Morar and Lakin",55:55.9,56:03.4,2,5,FALSE,TRUE,11,429,3483.333333,0.11,,11,1164504,16923.07692,11,753,753,251,892,42531800,271.8087882,12362,19,19,16293.189,16293.189,,33828.8195,2.08,48.16363456,11144 Stillwater Blvd.,Lake Elmo,MN,55042,45.002384,-92.88049,214030.7,65910.8,148119.9,
105,121,85,161,110,Arch Communications,,,,2251,"Trantow, Swift and Barrows",20:56.9,20:58.2,2,5,FALSE,TRUE,1,1,,,,1,35,24000,1,72,72,72,12,0,0,864,1,1,0,0,,1728,,0,,,,,,,0,0,0,1500
106,123,87,1309,122,City of Elk Grove,,,,2249,Jast and Sons,20:55.3,20:56.8,2,5,FALSE,TRUE,2,4,4380,0.1128,,2,1940,10000,2,3066,3066,3066,90,569934360,0.036073059,130122,3066,3066,280432.2086,280432.2086,,337572.02,,83.07329754,,,,,,,3056035.5,569934.36,2486101.14,
107,124,88,1287,19,Test product pricing,4,Bar,Food Service,2336,"Blanda, Stiedemann and Kiehn",25:52.2,25:54.2,2,5,FALSE,TRUE,1,2,1000,0.08,,1,96,12500,1,10,10,10,7,70000,25,70,1,1,42.4,42.4,,110.153,2.6,38.49191579,,,,,,,960,430,530,
108,125,89,212,115,SunLight Senior Living,39,Nursing Homes,Health care - Outpatient,2228,Runolfsson and Sons,20:49.8,20:55.2,2,5,FALSE,TRUE,6,120,6570,0.11,,6,38280,22666.66667,6,571,571,318,253.5,40563180,74.20091324,5740.5,10,10,3570.6198,3570.6198,,6484.542857,1.82,55.06355465,400 Western Ave,St. Paul,MN,55103,44.953228,-93.11598,73023.36,40563.18,32460.18,
109,129,91,1289,19,Company Role Abilities - LED Supply Test,,,,2336,"Blanda, Stiedemann and Kiehn",25:45.7,25:52.1,2,5,FALSE,TRUE,3,128,6570,0.08,,3,24672,13750,3,66,66,44,106,10774800,30.82191781,1230,4,4,85702.2336,91991.0635,,25720.069,0.28,357.6625844,,,,,,,1230972.72,159694.8,1071277.92,
110,131,90,1303,122,"Mandarin Oriental Case Study - Washington, DC",32,Lodging (Hotels/Motels),Lodging,2249,Jast and Sons,21:57.9,22:15.3,2,5,FALSE,TRUE,5,20,8760,0.14,,5,7580,7800,5,11400,11400,11400,94,1003020000,28.53881279,114500,5,5,593332.32,593332.32,,56746,0.1,1045.593205,1330 Maryland Ave SW,Washington,DC,20024,38.88361,-77.03045,5241108,1003020,4238088,
111,135,94,175,88,Dorel - Fontana - Exterior Lighting,62,Warehouse (Not Refrigerated),Warehouse and storage,2254,Powlowski LLC,20:46.7,20:49.6,2,5,FALSE,TRUE,1,10,4380,0.15,,1,2940,10000,1,48,48,48,58,12193920,11.41552511,2784,48,48,2270.592,2270.592,,13188.6576,5.81,17.216248,9950 Calabash Avenue,Fontana,CA,92335,34.073105,-117.504074,45385.56,30248.28,15137.28,
112,141,97,1310,126,Cool Project Man,,,,,Cassin-McDermott,25:14.4,25:16.1,2,5,FALSE,TRUE,2,2,5000,0.1,,2,84,12500,2,1000050,1000050,1000050,154,20037500000,25,4007500,2,2,997150,997150,,9615186.5,,10.37057368,physical address,physical,AR,22222,34.895527,-92.444626,30009000,20037500,9971500,
113,143,98,1534,102,Bethel Industries,34,Manufacturing Facility,Other,2249,"Collier, Stroman and Auer",19:00.1,19:53.3,2,5,FALSE,TRUE,6,1072,2700,0.1577,,6,536268,22500,6,3867,3867,291,2023,33272100,1336.296296,12323,49,49,13426.86186,24679.50561,,3849,0.16,641.1926633,,,,,,,158787,73645.2,85141.8,
114,144,99,162,115,ServiceMaster by Ayotte,62,Warehouse (Not Refrigerated),Warehouse and storage,2228,Runolfsson and Sons,47:08.1,47:16.5,2,5,FALSE,TRUE,6,168,3515,0.11,,6,183288,13333.33333,6,951,951,226,609,22046070,464.7195658,7876,14,14,2890.0476,2890.0476,,8478.130616,2.93,34.08826463,450 Armstrong Road,Northfield,MN,55057,44.455505,-93.18174,48319.23,22046.07,26273.16,
115,146,100,388,20,Nelson Auto Service,1,Auto Related,Services,2336,"Raynor, Ritchie and Ondricka",20:39.9,20:43.1,2,5,FALSE,TRUE,4,8,2860,0.12,,4,5520,18500,4,20,28,28,174,3803800,92.65734266,1330,4,5,945.516,945.516,,3082.93224,3.26,30.66937339,115 S River Street,Hailey,ID,83333,43.51896,-114.316605,11683.1,3803.8,7879.3,
116,147,101,1311,116,Pala Casino,,,,2228,Wintheiser-Spencer,20:43.2,20:46.6,2,5,FALSE,TRUE,1,2,8760,0.17,,1,326,10000,1,0,0,,,,,,1,1,69626.0568,69626.0568,,53984,0.78,128.9753571,,,,,,,582680.16,173115.12,409565.04,100000
117,148,102,1300,28,French Drug Company,24,Hospitals / Health Care,Health care - Inpatient,2311,Sipes Group,40:48.4,40:52.3,2,5,FALSE,TRUE,7,84,3102.5,0.1,,7,55440,24000,7,0,0,,,,,,7,15,1.35E-13,1.35E-13,,0,,inf,,,,,,,45001.945,45001.945,0,
118,149,103,1247,7,Acme Office 2,,,,,Bartoletti and Sons,28:10.6,28:12.6,2,5,FALSE,TRUE,1,1,4000,,,1,28,24000,1,88,88,22,52,1144000,50,286,4,4,0,0,,323.4,,0,,,,,,,2464,1144,1320,
119,150,104,403,115,NAPA Auto - Faribault,52,Retail,Retail - Mall & Non-Mall,2228,Runolfsson and Sons,31:05.6,31:07.7,2,5,FALSE,TRUE,1,2,2469,0.11,,1,196,24000,1,80,80,80,60,17222400,27.87068004,4800,1,1,1199.8272,1199.8272,,10707.06849,8.92,11.2059356,417 1st Ave NW,Faribault,MN,55021,44.29532,-93.2696,28129.92,17222.4,10907.52,
120,151,105,174,20,Idaho Lumber,,,,2336,"Raynor, Ritchie and Ondricka",30:59.4,31:04.1,2,5,FALSE,TRUE,4,10,4368,0.05,,4,3456,14800,4,111,228,228,49,14501760,34.34065934,3320,4,7,882.336,882.336,,1029.99756,1.17,85.66389225,921 Airport Way,Hailey,ID,83333,43.51177,-114.307434,33651.072,16004.352,17646.72,111.123
121,152,106,350,87,SAN MARCOS LIBRARY,29,Library,Public assembly,2220,Greenfelder Group,21:53.3,21:54.8,2,5,FALSE,TRUE,1,1,1768,0.1,,1,458,10000,1,56,56,56,135,13366080,84.84162896,7560,1,1,3197.9584,3197.9584,,40462.8,,7.903453048,625 E Hopkins,San Marcos,TX,78676,29.885466,-97.93132,45345.664,13366.08,31979.584,
122,156,108,585,20,US Bank Parking Garage - Ketchum,42,Parking Garages,Services,2336,"Raynor, Ritchie and Ondricka",20:37.4,20:39.8,2,5,FALSE,TRUE,3,12,6479,0.09,,3,3480,19333.33333,3,31,56,56,43,7275264,15.23610939,918,3,7,795.3228,795.3228,,1570.31736,1.97,50.64726534,111 N Main St,Ketchum,ID,83340,43.679543,-114.3632,16112.184,7275.264,8836.92,
123,158,109,364,20,RLB Architectura,40,Office (General Office Types),Offices (Non-medical),2336,"Raynor, Ritchie and Ondricka",10:48.1,10:50.1,2,5,FALSE,TRUE,2,4,2860,0.105,,2,712,24000,2,36,86,86,30,3689400,34.96503497,1290,36,86,328.4424,328.4424,,1395.168,4.25,23.54142297,711 Washington Ave.,Ketchum,ID,83340,43.682228,-114.36837,7338.76,3689.4,3649.36,
124,159,119,699,128,Northland Racquet Club,65,Other,Other,,"Boyle, Tillman and Brown",00:52.6,01:03.1,2,5,FALSE,TRUE,3,40,4450,0.1,,3,35256,18800,3,100,100,89,343.2,85669800,51.96868885,16519.2,4,4,35744.22,108462.42,,24396.48308,0.22,444.5821952,306 Tennis Ct,North Kansas City,MO,64116,39.151203,-94.58343,455502,98059.8,357442.2,
125,160,110,392,20,Kendall Ford - Parking: CL Replacement,52,Retail,Retail - Mall & Non-Mall,2336,"Raynor, Ritchie and Ondricka",20:28.3,20:31.4,2,5,FALSE,TRUE,5,5,4198,0.05,,5,5470,10000,5,157,157,157,283,44926996,47.64173416,10702,5,5,5733.4185,5733.4185,,17304.3911,3.02,33.13273762,250 E Overland Rd,Meridian,ID,83642,43.591797,-116.39027,159595.366,44926.996,114668.37,
126,161,123,186,20,Atkinsons Market Ketchum,21,Food Stores,Food Sales,2336,"Raynor, Ritchie and Ondricka",18:59.3,19:04.9,2,5,FALSE,TRUE,8,27,7280,0.05,,8,14208,23111.11111,8,761,978,458,208,61130160,86.53846154,8397,12,20,3218.488,3218.488,,31544.86,,10.20289201,451 4th Street East,Ketchum,ID,83340,43.682293,-114.36421,133668.08,69298.32,64369.76,
127,165,400,1691,102,A&E Stores Sample Proposal (Replace 350 4 Lamp T8 to 95 Watt LED Highbay),,,,2249,"Collier, Stroman and Auer",51:20.7,51:29.1,2,5,FALSE,TRUE,1,45,3560,0.15,,1,7776,19600,1,0,0,,,,,,1,1,9172.8,11391.8,,2625,0.23,433.9733333,,,,,,,166966.8,105814.8,61152,200000
128,166,113,559,129,Killeen Mall,52,Retail,Retail - Mall & Non-Mall,2249,"Jacobs, Sipes and O'Keefe",17:41.2,17:43.3,2,5,FALSE,TRUE,2,12,3102.5,0.07659,,2,18780,10000,2,239,239,133,1393,275023485,106.8493151,68499,3,3,18652.25681,19450.25681,,264723.8154,,7.347377031,,,,,,,518557.325,275023.485,243533.84,
129,168,115,540,20,Kendall Ford - Parking: AL/WP Replacement,52,Retail,Retail - Mall & Non-Mall,2336,"Raynor, Ritchie and Ondricka",20:24.9,20:28.2,2,5,FALSE,TRUE,5,5,4198,0.055,,5,5470,10000,5,157,157,157,369,61324384,92.90138161,14608,5,5,5404.90401,5404.90401,,47245.04161,8.74,11.44015081,250 E Overland Rd,Meridian,ID,83642,43.591797,-116.39027,159595.366,61324.384,98270.982,
130,170,118,327,20,Atkinsons Market Hailey,21,Food Stores,Food Sales,2336,"Raynor, Ritchie and Ondricka",18:53.8,18:59.2,2,5,FALSE,TRUE,4,36,5840,0.05,,4,15192,18500,4,3069,6236,876,178,76644160,98.45890411,13124,12,29,3873.964,3873.964,,10839.21872,2.8,35.74025121,93 E Croy St,Hailey,ID,83333,43.519497,-114.31317,154123.44,76644.16,77479.28,
131,171,117,369,20,Atkinsons Market Bellevue,21,Food Stores,Food Sales,2336,"Raynor, Ritchie and Ondricka",17:43.4,17:48.4,2,5,FALSE,TRUE,6,36,5840,0.05,,6,16020,20333.33333,6,606,1866,752,142,65314560,86.47260274,11184,10,25,3979.96,3979.96,,7065.7698,1.78,56.32733747,757 N. Main Street,Bellevue,ID,83313,43.474323,-114.26642,144913.76,65314.56,79599.2,
132,172,374,1305,128,Moore Brothers Wine Company,,,,,"Boyle, Tillman and Brown",21:52.2,21:53.2,2,5,FALSE,TRUE,1,2,,,,1,180,1000,1,20,20,20,10,0,0,200,1,1,0,0,,85,,0,,,,,,,0,0,0,2000
133,172,374,1305,128,Moore Brothers Wine Company,,,,,"Boyle, Tillman and Brown",21:52.2,21:53.2,2,5,FALSE,TRUE,1,2,,,,1,180,1000,1,20,20,20,10,0,0,200,1,1,0,0,,85,,0,,,,,,,0,0,0,400
134,175,121,446,128,First Christian Church of Blue Springs,5,Church,Religious worship,,"Boyle, Tillman and Brown",11:56.2,12:10.2,2,5,FALSE,TRUE,16,128,2345,0.1,,16,417280,12500,16,822,822,246,1204.4,10835944,1374.812777,7919.6,31,31,3243.9386,23243.9386,,16209,0.7,143.401435,701 NW 15 St,Blue Springs,MO,64015,39.024784,-94.28199,43275.33,10835.944,32439.386,
135,176,120,1332,103,Elite Paint & Body,1,Auto Related,Services,2251,Pfeffer Inc,19:05.0,19:08.1,2,5,FALSE,TRUE,5,20,6570,0.1,,5,21140,18600,5,14,16,12,372.8,4923996,54.79452055,1124.2,13,13,1256.5344,1256.5344,,3528.487167,2.81,35.61113703,3613 Avenue K,Riviera Beach,FL,33404,26.792187,-80.069534,17489.34,4923.996,12565.344,
136,178,124,1334,103,New Heights Church,,,,2251,Pfeffer Inc,18:51.8,18:53.7,2,5,FALSE,TRUE,2,4,520,0.11219,,2,3200,1500,2,70,70,70,70,1274000,115.3846154,2450,70,70,1401.4,1401.4,,9994.7673,7.13,14.02133694,,,,,,,15288,1274,14014,
137,179,151,394,128,Kohl's Lenexa,52,Retail,Retail - Mall & Non-Mall,,"Boyle, Tillman and Brown",11:14.6,11:20.6,2,5,FALSE,TRUE,2,20,4015,0.1,,2,10500,5500,2,572,572,117,1272,48300450,136.9863014,12030,14,14,6921.057,6921.057,,37067.5322,5.36,18.67148037,12381 W 95th Street,Lenexa,KS,66215,38.954517,-94.72955,101780.25,32569.68,69210.57,
138,180,125,1337,103,New Heights Church - 2,5,Church,Religious worship,2251,Pfeffer Inc,17:39.3,17:41.2,2,5,FALSE,TRUE,2,2,520,0.11219,,2,1600,2000,2,70,70,70,70,1274000,115.3846154,2450,2,2,1572.23066,1572.23066,,9994.7673,6.36,15.73053792,,,,,,,15288,1274,14014,
139,181,224,423,128,Meirowsky Building,40,Office (General Office Types),Offices (Non-medical),,"Boyle, Tillman and Brown",01:32.1,01:49.5,2,5,FALSE,TRUE,6,220,3120,0.1,,6,73128,19300,6,850,1695,161,523,10739040,447.1153846,3442,27,52,1473.888,1473.888,,425.385265,0.29,346.4830875,,,,,,,25811.76,11072.88,14738.88,
140,182,126,1339,87,ACE HARDWARE WIMBERLEY,,,,2220,Greenfelder Group,12:26.3,17:34.6,2,5,FALSE,TRUE,5,5,4380,10,,5,3315,21200,5,352,6,6,558,2601720,105.0228311,594,324,5,1488455.4,1681924.614,,419,0,401413.9891,,,,,,,151447.26,2601.72,148845.54,
141,183,127,1338,103,Tres Vidas HOA,9,Commercial Condos,Offices (Non-medical),2251,Pfeffer Inc,17:34.7,17:39.1,2,5,FALSE,TRUE,7,224,5475,0.104,,7,73500,21250,7,142,182,182,103,18354390,132.4200913,3491,7,9,2565.7164,2565.7164,,25268.84321,,10.15367573,2335 South Ocean Blvd,Palm Beach,FL,33480,26.63481,-80.03773,43024.74,18354.39,24670.35,
142,184,144,1542,135,WalSmart Convenience store,54,Schools (Jr./Sr. High),Education,2216,Kub LLC,23:10.3,23:19.1,2,5,FALSE,TRUE,4,1296,4421,0.1,,4,394560,12333.33333,4,705,705,230,290,29667200,114.1552511,4460,12,12,7992.624,8579.122749,,16693.178,1.95,51.3929867,,,,,,,171360.2,71452.4,99907.8,
143,184,860,1541,135,WalSmart Convenience store,54,Schools (Jr./Sr. High),Education,2216,Kub LLC,44:12.0,44:18.9,2,5,FALSE,TRUE,3,1296,4421,0.1,,3,295920,12333.33333,3,0,0,,,,,,3,3,0,2.56E-13,,0,,inf,,,,,,,171360.2,171360.2,0,
144,184,2739,2704,135,WalSmart Convenience store,54,Schools (Jr./Sr. High),Education,2216,Kub LLC,23:26.0,23:34.0,2,5,FALSE,TRUE,4,1296,4421,0.1,,4,394560,12333.33333,4,705,705,230,290,29667200,114.1552511,4460,12,12,7992.624,8579.122749,,16693.178,1.95,51.3929867,,,,,,,171360.2,71452.4,99907.8,
145,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,4000
146,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,500
147,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,500
148,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,450
149,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,4000
150,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,500
151,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,500
152,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,4000
153,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,500
154,185,128,1324,119,Neopix test,,,,2218,Romaguera Group,19:29.2,19:35.3,2,5,FALSE,TRUE,2,76,522.5,30,,2,4104,6000,2,722,436,61,178,27585,17777.77778,613,36,28,1764.45,1766.691087,,2940,1.66,60.09153357,,,,,,,86.4,27.585,58.815,500
