,ZipCode,Address,BldgClass,LandUse,OwnerName,LotArea,BldgArea,ComArea,OfficeArea,RetailArea,GarageArea,StrgeArea,NumFloors,UnitsRes,UnitsTotal,YearBuilt,BuiltFAR,CommFAR,XCoord,YCoord
333,11101.0,10-44 JACKSON AVENUE,D7,4.0,MANHATTAN AVE SOUTH L,2198,8532,1598,0,1598,0,0,0.0,10,11,0,3.88,0.0,997320.0,209664.0
334,11101.0,10-50 50 AVENUE,O5,5.0,TRIBOROUGH BRDG AUTH,5000,3456,3456,2592,0,0,0,3.0,0,1,1901,0.69,0.0,997446.0,209675.0
335,11101.0,10-46 JACKSON AVENUE,RM,4.0,,12400,42218,5310,0,2160,3150,0,12.0,48,49,2007,3.4,0.0,997375.0,209691.0
336,11101.0,10-04 50 AVENUE,E9,6.0,T A THEATER ASSOCIATE,5500,8000,7400,0,726,0,6674,2.0,0,1,1900,1.45,0.0,997055.0,209770.0
337,11101.0,10-27 50 AVENUE,E9,6.0,KATZEN FAMILY,6900,10650,10650,1650,0,0,0,2.0,0,1,1965,1.54,0.0,997110.0,209744.0
339,11101.0,10-37 JACKSON AVENUE,K1,5.0,JACKSON AVENUE PROPER,1272,1244,1244,0,1244,0,0,1.0,0,1,1931,0.98,0.0,997203.0,209772.0
340,11101.0,10-33 JACKSON AVENUE,S2,4.0,"LENDINO, RICHARD",1004,4442,900,0,900,0,0,4.0,2,3,1881,4.42,0.0,997177.0,209761.0
342,11101.0,10-17 JACKSON AVENUE,RM,4.0,,6202,28265,4728,4728,0,0,0,9.0,32,33,2010,4.56,0.0,997037.0,209677.0
343,11101.0,49-19 VERNON BOULEVARD,K4,4.0,10 01 50TH AVENUE REA,1560,2840,2840,1600,1240,0,0,3.0,1,3,1931,1.82,0.0,997052.0,209895.0
344,11101.0,49-17 VERNON BOULEVARD,S3,4.0,SCHWARTZ JACK,1560,2860,960,0,960,0,0,3.0,3,4,1901,1.83,0.0,997057.0,209915.0
345,11101.0,49-15 VERNON BOULEVARD,S2,4.0,PIGNAPONTE LLC,1560,3760,960,0,0,0,0,3.0,2,3,1900,2.41,0.0,997062.0,209935.0
346,11101.0,49-13 VERNON BOULEVARD,S2,4.0,DNTL CORPORATION,1560,3760,960,0,0,0,0,3.0,2,3,1900,2.41,0.0,997067.0,209954.0
347,11101.0,49-11 VERNON BOULEVARD,S2,4.0,49-11 VERNON BOULEVAR,1560,3050,1100,0,1100,0,0,3.0,2,3,1900,1.96,0.0,997072.0,209973.0
348,11101.0,49-01 VERNON BOULEVARD,M1,8.0,ST MARYS R C CHURCH,12500,10375,10375,0,0,0,0,1.0,0,1,1900,0.83,0.0,997112.0,210028.0
349,11101.0,10-22 49 AVENUE,W2,8.0,ST MARYS R C CHURCH,12750,28075,28075,0,0,0,0,4.0,0,1,1930,2.2,2.0,997234.0,209996.0
352,11101.0,10-34 49 AVENUE,S2,4.0,PEREZ BETTY,1500,5500,2750,0,1375,0,0,3.0,2,3,1890,3.67,2.0,997356.0,209979.0
353,11101.0,10-36 49 AVENUE,L9,6.0,GEMMA DAN,3150,8985,8985,0,0,0,8985,3.0,0,1,1920,2.85,2.0,997376.0,209961.0
354,11101.0,10-59 JACKSON AVENUE,C7,4.0,SKULIKIDIS ISIDOROS,1800,4125,1145,0,1145,0,0,3.0,8,10,1931,2.29,0.0,997367.0,209907.0
355,11101.0,10-57 JACKSON AVENUE,K4,4.0,1057 JACKSON AVE LLC,2000,4350,2900,1450,1450,0,0,3.0,1,3,1931,2.18,0.0,997344.0,209898.0
356,11101.0,10-51 JACKSON AVENUE,O2,5.0,J P MORGAN CHASE,15126,12845,12845,12845,0,0,0,2.0,0,1,1931,0.85,2.0,997258.0,209882.0
357,11101.0,10-13 50 AVENUE,S4,4.0,MARIA CAROTENUTO,2100,4704,1000,0,1000,0,0,4.0,4,5,1931,2.24,2.0,997170.0,209906.0
359,11101.0,10-09 50 AVENUE,S4,4.0,"10-09 50TH AVENUE, L",2100,5523,1995,0,1995,0,0,4.0,4,5,1931,2.63,2.0,997130.0,209916.0
360,11101.0,10-07 50 AVENUE,S3,4.0,INTERNATIONAL STORAGE,2100,4704,1176,0,1176,0,0,4.0,3,4,1931,2.24,0.0,997110.0,209921.0
361,11101.0,10-63 JACKSON AVENUE,RM,4.0,"MKRF, LLC",7300,34131,2770,0,2770,0,0,8.0,41,43,2008,4.68,0.0,997444.0,209959.0
362,11101.0,10-64 50 AVENUE,K4,4.0,QUEENS PROGRESS ASSOC,5150,9950,9950,4800,5150,0,0,2.0,0,3,1934,1.93,0.0,997516.0,209804.0
364,11101.0,49-16 11 STREET,D7,4.0,10-59 50TH AVE. ASSOC,1980,10532,1755,0,1755,0,0,6.0,10,11,2007,5.32,0.0,997593.0,209789.0
365,11101.0,10-76 JACKSON AVENUE,K4,4.0,"1076 JACKSON ASSOC,IN",1438,3276,3276,0,1438,0,0,2.0,2,3,1900,2.28,0.0,997599.0,209861.0
366,11101.0,10-74 JACKSON AVENUE,K4,4.0,"MANETTA, PHYLLIS",1450,2460,1350,0,1350,0,0,2.0,1,2,1901,1.7,0.0,997577.0,209851.0
367,11101.0,10-70 JACKSON AVENUE,S2,4.0,KHP ACQUSITION LLC,1450,4500,2250,0,1125,0,0,3.0,2,3,1900,3.1,0.0,997557.0,209838.0
368,11101.0,48-19 VERNON BOULEVARD,S9,4.0,48 19 VERNON BLVD. RE,1880,5704,1840,0,1840,0,0,4.0,5,7,1931,3.03,0.0,997117.0,210148.0
369,11101.0,48-17 VERNON BOULEVARD,S2,4.0,"RYKAPIEFYS, INC.",1520,3648,1520,0,1520,0,0,3.0,2,3,1900,2.4,0.0,997122.0,210170.0
370,11101.0,48-15 VERNON BOULEVARD,S2,4.0,PASSARELLA PROPERTIE,1520,4256,2128,0,1064,0,0,3.0,2,3,1890,2.8,0.0,997127.0,210188.0
372,11101.0,10-11 49 AVENUE,O8,5.0,"J49 AVENUE, LLC",1600,3076,2068,2068,0,0,0,3.0,1,3,1931,1.92,2.0,997193.0,210149.0
373,11101.0,10-15 49 AVENUE,P5,8.0,ST MARYS,10000,10000,10000,0,0,0,0,3.0,0,1,1900,1.0,2.0,997258.0,210152.0
375,11101.0,10-37 49 AVENUE,O5,5.0,10-37 49TH AVE CORP,6000,2800,2800,1400,0,0,1400,1.0,0,1,1966,0.47,2.0,997467.0,210098.0
376,11101.0,10-45 49 AVENUE,F4,6.0,10 37 49TH AVE CORP I,6000,3382,3382,0,0,0,0,2.0,0,1,1966,0.56,2.0,997524.0,210084.0
378,11101.0,10-51 49 AVENUE,C7,4.0,10-87 JACKSON AVENUE,7212,23200,5800,0,5800,0,0,4.0,17,23,1931,3.22,0.0,997615.0,210070.0
380,11101.0,48-11 VERNON BOULEVARD,S2,4.0,"48-11 REALTY,",1520,4256,2128,0,1064,0,0,3.0,2,3,1890,2.8,0.0,997136.0,210226.0
381,11101.0,10-09 49 AVENUE,O2,5.0,10-09 49TH AVENUE LLC,2855,7950,7950,5700,0,2250,0,3.0,0,1,1999,2.78,0.0,997188.0,210204.0
383,11101.0,10-03 48 AVENUE,C7,4.0,47-45 VERNON LLC C/O,3750,11250,3750,0,3750,0,0,3.0,8,10,1900,3.0,0.0,997196.0,210396.0
384,11101.0,47-43 VERNON BOULEVARD,S3,4.0,JASPAR MCGEE REALTY L,1875,4500,1500,0,0,0,0,3.0,3,4,1931,2.4,0.0,997184.0,210426.0
385,11101.0,47-39 VERNON BOULEVARD,S5,4.0,SOCIETY OF ST AMATO C,1875,4500,1500,0,0,0,0,3.0,5,6,1931,2.4,0.0,997190.0,210451.0
386,11101.0,47-37 VERNON BOULEVARD,S1,4.0,ROSE ANN MANETTA,2500,2400,900,0,900,0,0,2.0,1,2,1900,0.96,0.0,997208.0,210472.0
388,11101.0,10-15 48 AVENUE,F9,6.0,10-15 48TH AVENUE LLC,10000,12100,12100,4000,0,0,0,2.0,0,6,1900,1.21,2.0,997322.0,210403.0
389,11101.0,10-25 48 AVENUE,E9,6.0,SETCOM MAILING SYSTEM,5000,5900,5900,2500,0,0,3400,2.0,0,1,1944,1.18,2.0,997394.0,210385.0
390,11101.0,10-29 48 AVENUE,P5,8.0,"LIC 48 AVENUE, LLC",2500,3750,3750,1250,0,0,0,1.5,0,1,1931,1.5,2.0,997432.0,210375.0
394,11101.0,10-39 48 AVENUE,C1,2.0,"XERRI PROPERTIES, LLC",2500,6000,500,0,0,500,0,4.0,7,7,1999,2.4,2.0,997528.0,210351.0
396,11101.0,10-43 48 AVENUE,S2,4.0,ALLAN ARTHUR A,2500,2800,1400,1400,0,0,0,2.0,2,3,1900,1.12,2.0,997577.0,210339.0
397,11101.0,10-47 48 AVENUE,S2,4.0,ALLAN ARTHUR A,2500,5150,2500,0,0,0,2500,3.0,2,3,1930,2.06,2.0,997601.0,210333.0
399,11101.0,47-46 11 STREET,S2,4.0,CORNANDY REALTY,2500,5200,2100,0,2100,0,0,2.0,2,3,1931,2.08,2.0,997678.0,210275.0
406,11101.0,10-42 47 ROAD,G1,10.0,SALM PROPERTIES LLC,2500,2500,2500,0,0,0,2500,1.0,0,1,1931,1.0,2.0,997577.0,210444.0
408,11101.0,10-36 47 ROAD,E1,6.0,VAN & SANDRA SANTVOOR,2500,3600,3600,1100,0,0,2500,2.0,0,1,1931,1.44,2.0,997528.0,210456.0
409,11101.0,10-32 47 ROAD,F1,6.0,"CLARK, JAMES P JR.",5000,4850,4850,0,0,0,0,1.0,0,1,1931,0.97,2.0,997492.0,210465.0
413,11101.0,10-20 47 ROAD,E9,6.0,THE MARGARET WALKER C,10000,9700,9700,650,4450,0,0,1.0,0,3,1931,0.97,2.0,997346.0,210502.0
415,11101.0,47-27 VERNON BOULEVARD,C7,4.0,ANZALONE 10-04 47TH R,2500,8050,1250,0,1250,0,0,4.0,8,9,1931,3.22,0.0,997232.0,210570.0
416,11101.0,47-29 VERNON BOULEVARD,S1,4.0,2011 CF VERNON LLC,2500,2300,1150,0,1150,0,0,2.0,1,2,1900,0.92,0.0,997227.0,210545.0
417,11101.0,47-31 VERNON BOULEVARD,S2,4.0,L.I.C. BUILDING II LL,2500,3000,1000,0,1000,0,0,3.0,2,3,1910,1.2,0.0,997220.0,210521.0
418,11101.0,47-35 VERNON BOULEVARD,S1,4.0,VINCENZO CERBONE REVO,2500,1970,945,0,945,0,0,2.0,1,2,1900,0.79,0.0,997214.0,210496.0
419,11101.0,47-34 11 STREET,R4,3.0,11 STREET LLC,5000,16995,370,0,0,0,370,7.0,20,20,2009,3.4,2.0,997706.0,210385.0
420,11101.0,47-28 11 STREET,RM,4.0,,5000,24427,4087,4087,0,0,0,7.0,22,23,2014,4.89,2.0,997718.0,210434.0
421,11101.0,47-25 VERNON BOULEVARD,S2,4.0,"MAURO, JOHN F",2000,4400,2200,0,1100,0,0,3.0,2,3,1900,2.2,0.0,997253.0,210647.0
422,11101.0,47-23 VERNON BOULEVARD,S4,4.0,47-23 VERNON BLVD LLC,3000,4950,1650,0,1650,0,0,3.0,4,5,1931,1.65,0.0,997260.0,210672.0
423,11101.0,47-15 VERNON BOULEVARD,S5,4.0,"ORTIZ, MARIA D",2500,5259,1817,0,1817,0,0,3.0,5,6,1931,2.1,0.0,997267.0,210698.0
424,11101.0,47-11 VERNON BOULEVARD,S2,4.0,CMK MANAGEMENT COMPAN,2500,4000,2000,0,1000,0,0,3.0,2,3,1920,1.6,0.0,997273.0,210723.0
429,11101.0,10-21 47 ROAD,S2,4.0,DIALE REALTY LLC,2500,2648,1048,0,1048,0,0,3.0,2,3,1900,1.06,2.0,997423.0,210646.0
433,11101.0,10-29 47 ROAD,F9,6.0,WALLACHIA PROPERTIES,2500,2950,2950,450,0,0,0,2.0,0,1,1963,1.18,2.0,997519.0,210621.0
434,11101.0,10-37 47 ROAD,F4,6.0,NAKORN REALTY LLC,5000,6300,6300,3100,0,0,0,2.0,0,1,1931,1.26,2.0,997555.0,210612.0
435,11101.0,10-39 47 ROAD,F1,6.0,WINK REALTY LLC,2500,3500,3500,500,0,0,0,2.0,0,1,1969,1.4,2.0,997591.0,210603.0
439,11101.0,10-49 47 ROAD,E9,6.0,1049 LLC,5000,3250,3250,1625,0,0,1625,2.0,0,1,1931,0.65,2.0,997701.0,210575.0
440,11101.0,47-20 11 STREET,S4,4.0,IDA CERBONE REVOCABLE,1875,4500,1500,0,1500,0,0,3.0,4,5,1931,2.4,2.0,997753.0,210522.0
450,11101.0,10-46 47 AVENUE,E9,6.0,PATRICK J FITZGERALD,2500,4500,4500,2000,0,0,2500,2.0,0,1,1931,1.8,2.0,997690.0,210684.0
452,11101.0,10-38 47 AVENUE,Y1,8.0,FIRE DEPARTMENT,5000,15000,15000,0,0,0,0,3.0,0,1,1931,3.0,2.0,997629.0,210699.0
454,11101.0,10-34 47 AVENUE,S1,4.0,"HOCHMAN, IRENA",2500,5600,2500,0,2500,0,0,3.0,1,2,1931,2.24,2.0,997569.0,210714.0
456,11101.0,10-30 47 AVENUE,F9,6.0,"COMM ELECTRIC, LLC",5000,7500,7500,2500,0,0,0,2.0,0,1,1931,1.5,2.0,997508.0,210730.0
464,11101.0,47-01 VERNON BOULEVARD,O1,5.0,ETA REALTY INC,5000,2000,2000,2000,0,0,0,1.0,0,1,1950,0.4,0.0,997295.0,210809.0
465,11101.0,47-07 VERNON BOULEVARD,S5,4.0,47 07 VERNON BOULEVAR,2500,8000,2000,2000,0,0,0,4.0,6,7,1923,3.2,0.0,997285.0,210772.0
468,11101.0,10-54 47 AVENUE,S9,4.0,"MANDRACCHIA, ANTHONY",1008,5000,1445,645,800,0,0,4.5,3,5,2009,4.96,2.0,997762.0,210707.0
469,11101.0,46-41 VERNON BOULEVARD,O5,5.0,VERNON II,5000,9500,9500,7125,0,0,0,2.0,0,1,1931,1.9,0.0,997323.0,210914.0
470,11101.0,46-37 VERNON BOULEVARD,E9,6.0,"VERNON II, LLC",5000,5000,5000,0,0,0,5000,1.0,0,3,1931,1.0,0.0,997335.0,210963.0
476,11101.0,10-23 47 AVENUE,G6,10.0,"10-23,27,33 47TH AVE",7500,1858,1858,0,0,1858,0,2.0,0,1,1930,0.25,2.0,997535.0,210885.0
477,11101.0,10-37 47 AVENUE,K1,5.0,10-37 47TH AVENUE REA,2500,2478,2478,0,2478,0,0,1.0,0,1,1962,0.99,2.0,997607.0,210867.0
479,11101.0,10-41 47 AVENUE,S2,4.0,JENKINS PROPERTY HOLD,2500,4570,2285,0,2285,0,0,3.0,2,3,1910,1.83,2.0,997656.0,210855.0
480,11101.0,10-43 47 AVENUE,C7,4.0,CASALINO REALTY MANAG,5000,16000,5000,5000,0,0,0,5.0,13,16,2005,3.2,2.0,997692.0,210846.0
482,11101.0,46-32 11 STREET,O5,5.0,TACK & BRAVERMAN PROP,8125,9700,9700,5400,0,0,0,2.0,0,3,1988,1.19,2.0,997833.0,210905.0
483,11101.0,46-30 11 STREET,G8,5.0,213 EQUITIES CORP,1875,400,400,0,0,400,0,1.0,0,1,1973,0.21,2.0,997861.0,210946.0
495,11101.0,10-18 46 ROAD,E9,6.0,VERNON II,3017,3070,3070,0,0,0,3070,2.0,0,1,1930,1.02,2.0,997465.0,211007.0
497,11101.0,10-12 46 ROAD,E1,6.0,SALAMON SISTERS III L,2500,2500,2500,0,0,0,2500,1.0,0,1,1931,1.0,2.0,997414.0,211020.0
498,11101.0,46-29 VERNON BOULEVARD,O2,5.0,E.J. ELECTRIC INSTALL,2800,5000,5000,5000,0,0,0,2.0,0,1,1931,1.79,0.0,997370.0,211058.0
499,11101.0,46-31 VERNON BOULEVARD,S1,4.0,VINCENZO CERBONE REVO,900,2666,890,0,890,0,0,3.0,1,2,1910,2.96,0.0,997325.0,211056.0
500,11101.0,46-33 VERNON BOULEVARD,S1,4.0,IDA CERBONE REVOCABLE,2500,4010,1300,0,1300,0,0,3.0,1,2,1910,1.6,0.0,997350.0,211024.0
501,11101.0,46-35 VERNON BOULEVARD,S1,4.0,"CEBONE, VINCENZO",2500,5060,1650,0,1650,0,0,3.0,1,2,1920,2.02,0.0,997344.0,210999.0
505,11101.0,10-40 46 ROAD,R4,3.0,,9484,29206,2295,0,0,2295,0,5.0,23,23,2007,3.08,2.0,997628.0,210966.0
506,11101.0,46-17 VERNON BOULEVARD,G2,10.0,RANDEL MOLD & DIE COR,7500,10750,10750,3900,0,6850,0,3.0,0,2,1931,1.43,0.0,997390.0,211177.0
507,11101.0,10-11 46 ROAD,E1,6.0,THE DRAKOTOS FAMILY L,2500,2460,2460,0,0,0,0,1.0,0,1,1971,0.98,2.0,997454.0,211175.0
508,11101.0,10-19 46 ROAD,E1,6.0,THE DRAKOTOS FAMILY L,5063,5063,5063,0,0,0,0,1.0,0,1,1969,1.0,2.0,997538.0,211152.0
509,11101.0,10-31 46 ROAD,G1,10.0,1029 46 RD REALTY LLC,5000,5000,5000,0,0,5000,0,1.0,0,1,1931,1.0,2.0,997635.0,211128.0
510,11101.0,10-37 46 ROAD,F9,6.0,EMPIRE CITY IRON WORK,17500,20800,20800,3000,0,0,0,2.0,0,1,1931,1.19,2.0,997744.0,211100.0
511,11101.0,46-20 11 STREET,E9,6.0,11TH STREET CONDOMINI,10000,13950,13950,4950,0,0,9000,2.0,0,1,1931,1.4,2.0,997877.0,211067.0
512,11101.0,46-06 11 STREET,E9,6.0,JNMY LLC,10000,12500,12500,2150,0,0,9000,2.0,0,1,1930,1.25,2.0,997902.0,211165.0
513,11101.0,10-50 46 AVENUE,Z9,,"LICYY, LLC",2500,625,625,0,0,0,0,1.0,0,1,1930,0.25,2.0,997842.0,211180.0
514,11101.0,10-46 46 AVENUE,O2,5.0,"LICYY, LLC",2500,3000,3000,3000,0,0,0,2.0,0,1,1931,1.2,2.0,997817.0,211186.0
515,11101.0,10-40 46 AVENUE,F9,6.0,"LICYY, LLC",10000,20000,20000,0,0,0,0,2.0,0,1,1931,2.0,2.0,997756.0,211201.0
516,11101.0,10-30 46 AVENUE,F9,6.0,"LICYY, LLC",2500,2500,2500,0,0,0,0,1.0,0,1,1930,1.0,2.0,997696.0,211217.0
517,11101.0,10-28 46 AVENUE,G1,10.0,"LICYY, LLC",2500,2500,2500,0,0,2500,0,1.0,0,1,1931,1.0,2.0,997672.0,211223.0
518,11101.0,10-26 46 AVENUE,F9,6.0,RAND MOLD & DIE CORP,12500,17500,17500,0,0,0,2500,2.0,0,3,1931,1.4,2.0,997612.0,211214.0
519,11101.0,10-20 46 AVENUE,G1,10.0,RANDEL MOLD & DIE COR,12500,15200,15200,0,0,5000,2700,2.0,0,1,1931,1.22,2.0,997563.0,211250.0
520,11101.0,10-10 46 AVENUE,G1,10.0,RANDEL MOLD & DIE COR,5000,5000,5000,0,0,5000,0,1.0,0,1,1931,1.0,2.0,997491.0,211271.0
521,11101.0,46-01 VERNON BOULEVARD,K1,5.0,THE DRAKOTOS FAMILY L,1350,1372,1372,0,1372,0,0,1.0,0,1,1931,1.02,0.0,997403.0,211330.0
522,11101.0,46-05 VERNON BOULEVARD,F4,6.0,RANDEL MOLD & DIE COR,3625,3625,3625,0,0,1812,0,1.0,0,2,1958,1.0,0.0,997452.0,211306.0
523,11101.0,46-07 VERNON BOULEVARD,E9,6.0,RANDEL MOLD & DIE COR,2500,2500,2500,0,0,0,2500,1.0,0,1,1931,1.0,0.0,997415.0,211276.0
526,11101.0,10-11 46 AVENUE,F9,6.0,FPR PROPERTY HOLDINGS,5000,4750,4750,0,0,0,0,2.0,0,2,1931,0.95,2.0,997482.0,211475.0
527,11101.0,10-15 46 AVENUE,F9,6.0,10-15 REALTY LLC,16000,41800,41800,0,0,0,0,4.0,0,1,1907,2.61,2.0,997587.0,211461.0
528,11101.0,10-27 46 AVENUE,F9,6.0,10-27 46TH AVENUE LLC,23265,47603,47603,0,0,0,0,4.0,0,3,1903,2.05,2.0,997679.0,211427.0
530,11101.0,45-46 11 STREET,O2,5.0,"45-46 11TH STREET, LL",2200,5020,5020,3820,0,1200,0,3.0,0,5,1940,2.28,2.0,997931.0,211282.0
537,11101.0,45-28 11 STREET,O1,5.0,YOUNG MICHAEL W K,2200,2000,2000,2000,0,0,0,1.0,0,1,1931,0.91,2.0,997976.0,211455.0
539,11101.0,10-34 45 ROAD,F9,6.0,RAMKISSOON REALTY LLC,3735,2100,2100,0,0,0,0,1.0,0,1,1920,0.56,2.0,997742.0,211482.0
542,11101.0,45-30 11 STREET,G1,10.0,YOUNG MICHAEL W K,1942,780,780,0,0,780,0,1.0,0,1,1931,0.4,2.0,997970.0,211434.0
543,11101.0,10-01 45 ROAD,I5,8.0,DH VERNON LLC,80000,90000,90000,0,0,0,0,2.0,0,3,1931,1.13,2.0,997678.0,211707.0
544,11101.0,10-41 45 ROAD,E1,6.0,MAXIM HOLDING COMPANY,20000,60000,60000,5000,0,0,55000,3.0,0,6,1931,3.0,2.0,997922.0,211645.0
545,11101.0,45-20 11 STREET,F9,6.0,"CAROL MAE MATZEL, MEM",2200,2030,2030,0,0,0,0,1.0,0,1,1931,0.92,2.0,997997.0,211534.0
552,11101.0,45-02 11 STREET,O5,5.0,"PROFORMA GROUP, INC.",2785,2785,2785,1540,0,0,0,1.0,0,2,1931,1.0,2.0,998039.0,211708.0
555,11101.0,10-01 45 AVENUE,G1,10.0,VINCENZO CERBONE REVO,7100,12000,12000,1000,0,11000,0,2.0,0,1,1957,1.69,2.0,997600.0,211928.0
556,11101.0,10-15 45 AVENUE,E1,6.0,PROPPER PROPERTIES IN,7265,7264,7264,0,0,0,0,1.0,0,1,1931,1.0,2.0,997695.0,211918.0
557,11101.0,10-27 45 AVENUE,E1,6.0,PROPPER PROP INC,7500,7500,7500,0,0,0,0,1.0,0,1,1931,1.0,2.0,997815.0,211889.0
558,11101.0,10-35 45 AVENUE,E9,6.0,VAN OWNERS PURCHASING,4998,5000,5000,0,0,0,5000,1.0,0,1,1958,1.0,2.0,997876.0,211873.0
559,11101.0,10-37 45 AVENUE,E9,6.0,ANDOM LLC,2500,2500,2500,0,0,0,0,1.0,0,1,1930,1.0,2.0,997912.0,211864.0
560,11101.0,10-41 45 AVENUE,F9,6.0,"CAMPANIELLO,SANDRA",7498,7480,7480,440,0,0,0,1.0,0,1,1931,1.0,2.0,997960.0,211852.0
561,11101.0,44-80 11 STREET,D3,3.0,44TH DRIVE RENTALS LL,12500,76827,8000,0,0,8000,0,8.0,70,70,2015,6.15,2.0,998058.0,211827.0
562,11101.0,10-50 44 DRIVE,S9,4.0,"SURCOUF, LLC",2542,9000,2250,0,2250,0,0,4.0,6,8,1931,3.54,2.0,998132.0,211914.0
563,11101.0,10-44 44 DRIVE,D3,3.0,44TH DRIVE RENTALS LL,7433,27801,4000,0,0,4000,0,7.0,35,35,2014,3.74,2.0,998083.0,211926.0
564,11101.0,10-34 44 DRIVE,O5,5.0,PROPPER PROPERTIES IN,12500,19200,19200,18600,0,0,0,2.0,0,3,1969,1.54,2.0,997986.0,211951.0
565,11101.0,10-30 44 DRIVE,E9,6.0,QUEENBEA 10-30 LLC,2400,2400,2400,0,0,0,0,1.0,0,1,1962,1.0,2.0,997913.0,211969.0
567,11101.0,10-16 44 DRIVE,E1,6.0,BINJAMA REALTY INC,22500,22500,22500,3800,0,0,18700,1.0,0,1,1931,1.0,2.0,997817.0,211994.0
569,11101.0,11-55 45 AVENUE,C7,4.0,44-74 21ST STREET REA,10000,45707,2000,0,2000,0,0,4.0,46,47,1917,4.57,0.0,998699.0,211664.0
571,11101.0,11-43 45 AVENUE,C1,2.0,"TRIBECA TREASURES, LL",2500,7416,380,0,0,0,0,5.0,7,7,1958,2.97,2.0,998601.0,211689.0
572,11101.0,11-35 45 AVENUE,D3,3.0,"MURRAY PARK NORTH, LL",10000,42156,6505,0,0,6505,0,6.5,39,39,2014,4.22,2.0,998540.0,211704.0
574,11101.0,11-03 45 AVENUE,O5,5.0,HEAD OF POND LLC,9500,18500,18500,11300,0,0,0,3.0,0,6,1959,1.95,2.0,998245.0,211816.0
575,11101.0,11-12 44 DRIVE,G1,10.0,ALICE WELSH CORP,12500,12500,12500,0,5865,6635,0,1.0,0,2,1950,1.0,2.0,998335.0,211861.0
583,11101.0,11-48 44 DRIVE,G1,10.0,1148 44 DR LLC,3750,3700,3700,0,0,3700,0,1.0,0,1,1930,0.99,2.0,998668.0,211775.0
584,11101.0,11-52 44 DRIVE,F9,6.0,"11-52 44 DRIVE, INC",3900,3900,3900,0,0,0,0,1.0,0,1,1951,1.0,2.0,998705.0,211766.0
585,11101.0,44-62 21 STREET,S1,4.0,MARY PATRICIA CRUZ,1000,2000,1000,0,1000,0,0,2.0,1,2,1928,2.0,2.0,998758.0,211794.0
586,11101.0,44-64 21 STREET,S1,4.0,BARBAROS LLC,1000,1800,900,0,900,0,0,2.0,1,2,1928,1.8,2.0,998753.0,211774.0
587,11101.0,44-66 21 STREET,S1,4.0,ANTONIO ROJAS,1000,1800,900,0,900,0,0,2.0,1,2,1928,1.8,2.0,998748.0,211755.0
588,11101.0,44-68 21 STREET,S1,4.0,"POSADA, OSCAR",1000,1800,900,0,900,0,0,2.0,1,2,1928,1.8,2.0,998743.0,211736.0
589,11101.0,44-70 21 STREET,S1,4.0,"RABB, MD. SAYEED-UR",1000,1800,900,0,900,0,0,2.0,1,2,1928,1.8,2.0,998738.0,211716.0
590,11101.0,11-25 45 AVENUE,R4,3.0,,12500,41433,7348,0,0,5148,0,6.0,45,45,2012,3.31,2.0,998430.0,211732.0
591,11101.0,11-01 45 ROAD,Q1,9.0,PARKS AND RECREATION,110000,764,764,0,0,0,0,1.0,0,0,1931,0.01,0.0,998430.0,211516.0
592,11101.0,45-46 21 STREET,O5,5.0,LOPAR'S PATH,4500,13500,13500,9000,0,0,0,2.0,0,1,1961,3.0,0.0,998571.0,211134.0
593,11101.0,45-36 21 STREET,E1,6.0,L HUTZLER,6675,6025,6025,0,0,0,0,1.0,0,1,1948,0.9,0.0,998587.0,211195.0
595,11101.0,11-36 45 ROAD,O5,5.0,RADHA SOAMI SOCIETYBE,34500,56000,56000,19600,0,0,0,2.0,0,2,1965,1.62,2.0,998461.0,211240.0
599,11101.0,45-28 21 STREET,O7,5.0,45-28 21ST STREET LL,4050,4500,4500,4500,0,0,0,2.0,0,4,1945,1.11,0.0,998609.0,211284.0
600,11101.0,46-02 21 STREET,Z3,8.0,U S POSTAL SERVICE,34000,48350,48350,48350,0,0,0,2.0,0,1,1931,1.42,0.0,998487.0,210965.0
608,11101.0,11-49 47 AVENUE,O5,5.0,LEILENOK REALTY CORP,10000,22000,22000,15500,0,0,0,3.0,0,4,1931,2.2,2.0,998334.0,210684.0
612,11101.0,11-15 47 AVENUE,O5,5.0,11 15 47TH AVENUE LLC,26250,20000,20000,10000,0,0,0,2.0,0,1,1919,0.76,2.0,998057.0,210754.0
613,11101.0,11-18 46 ROAD,F1,6.0,PLASTIC CENTER INC,2500,2500,2500,0,0,0,0,1.0,0,2,1930,1.0,2.0,998054.0,210858.0
614,11101.0,11-20 46 ROAD,F1,6.0,11-20 46TH ROAD OWNER,10000,19200,19200,2100,0,0,0,2.0,0,2,1947,1.92,2.0,998115.0,210843.0
615,11101.0,11-26 46 ROAD,E1,6.0,GREYED RAINBOW INC.,7500,10000,10000,2500,0,0,7500,1.5,0,1,1931,1.33,2.0,998201.0,210821.0
616,11101.0,11-36 46 ROAD,F4,6.0,"VERNON LAKE PARTNERS,",9000,17840,17840,0,0,0,0,2.0,0,1,1947,1.98,2.0,998281.0,210801.0
617,11101.0,11-42 46 ROAD,F4,6.0,538-540 WEST 35 CORP.,6000,10400,10400,5200,0,0,0,2.0,0,1,1947,1.73,2.0,998354.0,210783.0
