,Unnamed: 0,project_id,option_id,option_calculation_id,company_id,projects_name,facility_type_id,facility_type,facility_type_lcm,facility_type_lcm_new,industry_type_id,name,started_at,finished_at,tax_rate_source,finance_discount_rate,tax_exempt,active,area_count,area_count_sum,ave_annual_hours,max_kwh_cost,max_kwh_cost_simple,existing_lighting_count,total_watts_per_product,ave_lm70,total_solution_count,total_existing_quantity,total_proposed_quantity,total_replacement_count,total_fixture_watts,total_fixture_watt_hours,total_fixture_life_years,total_item_watts,sol_total_existing_count,total_product_count,energy_savings_per_year,total_savings_per_year,rebates,net_replacement_cost,payback,ROI,address,city,state,zip_code,latitude,longitude,existing_kwh,proposed_kwh,kwh_proposed_annual_savings,sqft,sqft_new,max_kwh_cost_simple_new,LIGHTING_INTENSITY
62,62,60,4665,4630,7,Acme Bakery,,,,Education,,Bartoletti and Sons,26:07.8,26:20.1,2.0,5,False,True,22,312000,3433.666667,0.12,,22,897600000.0,15538.46154,22,3586,4902,831.0,611.0,59444360.0,548.8145416,8557.0,65,86,40358.8164,29732.60658,,48675.37761,2.61,61.08346363,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,716769.76,198990.22,517779.54,500.0,500.0,0.079,1433.53952
63,63,60,4665,4630,7,Acme Bakery,,,,Education,,Bartoletti and Sons,26:07.8,26:20.1,2.0,5,False,True,22,312000,3433.666667,0.12,,22,897600000.0,15538.46154,22,3586,4902,831.0,611.0,59444360.0,548.8145416,8557.0,65,86,40358.8164,29732.60658,,48675.37761,2.61,61.08346363,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,716769.76,198990.22,517779.54,500.0,500.0,0.079,1433.53952
64,64,60,4665,4630,7,Acme Bakery,,,,Services,,Bartoletti and Sons,26:07.8,26:20.1,2.0,5,False,True,22,312000,3433.666667,0.12,,22,897600000.0,15538.46154,22,3586,4902,831.0,611.0,59444360.0,548.8145416,8557.0,65,86,40358.8164,29732.60658,,48675.37761,2.61,61.08346363,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,716769.76,198990.22,517779.54,500.0,500.0,0.0718,1433.53952
65,65,60,4665,4630,7,Acme Bakery,,,,Education,,Bartoletti and Sons,26:07.8,26:20.1,2.0,5,False,True,22,312000,3433.666667,0.12,,22,897600000.0,15538.46154,22,3586,4902,831.0,611.0,59444360.0,548.8145416,8557.0,65,86,40358.8164,29732.60658,,48675.37761,2.61,61.08346363,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,716769.76,198990.22,517779.54,500.0,500.0,0.115,1433.53952
66,66,60,4665,4630,7,Acme Bakery,,,,Education,,Bartoletti and Sons,26:07.8,26:20.1,2.0,5,False,True,22,312000,3433.666667,0.12,,22,897600000.0,15538.46154,22,3586,4902,831.0,611.0,59444360.0,548.8145416,8557.0,65,86,40358.8164,29732.60658,,48675.37761,2.61,61.08346363,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,716769.76,198990.22,517779.54,500.0,500.0,0.069,1433.53952
67,67,60,6359,6324,7,Acme Bakery,,,,Food Service,,Bartoletti and Sons,26:06.6,26:19.3,2.0,5,False,True,1,312000,3433.666667,0.12,,1,40800000.0,15538.46154,1,231,231,33.0,24.5,609560.0,4.684931507,115.5,7,7,7.2782,4.447103439,,2448.6,,0.181618208,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,717189.76,717102.68,87.08,500.0,500.0,0.0718,1434.37952
68,68,60,6359,6324,7,Acme Bakery,,,,Food Service,,Bartoletti and Sons,26:06.6,26:19.3,2.0,5,False,True,1,312000,3433.666667,0.12,,1,40800000.0,15538.46154,1,231,231,33.0,24.5,609560.0,4.684931507,115.5,7,7,7.2782,4.447103439,,2448.6,,0.181618208,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,717189.76,717102.68,87.08,500.0,500.0,0.15,1434.37952
69,69,60,6359,6324,7,Acme Bakery,,,,Religious worship,,Bartoletti and Sons,26:06.6,26:19.3,2.0,5,False,True,1,312000,3433.666667,0.12,,1,40800000.0,15538.46154,1,231,231,33.0,24.5,609560.0,4.684931507,115.5,7,7,7.2782,4.447103439,,2448.6,,0.181618208,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,717189.76,717102.68,87.08,500.0,500.0,0.085,1434.37952
70,70,60,6359,6324,7,Acme Bakery,,,,Food Service,,Bartoletti and Sons,26:06.6,26:19.3,2.0,5,False,True,1,312000,3433.666667,0.12,,1,40800000.0,15538.46154,1,231,231,33.0,24.5,609560.0,4.684931507,115.5,7,7,7.2782,4.447103439,,2448.6,,0.181618208,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,717189.76,717102.68,87.08,500.0,500.0,0.045,1434.37952
71,71,60,6359,6324,7,Acme Bakery,,,,Services,,Bartoletti and Sons,26:06.6,26:19.3,2.0,5,False,True,1,312000,3433.666667,0.12,,1,40800000.0,15538.46154,1,231,231,33.0,24.5,609560.0,4.684931507,115.5,7,7,7.2782,4.447103439,,2448.6,,0.181618208,1020 Main St,Boise,ID,83709.0,43.617065000000004,-116.20591999999999,717189.76,717102.68,87.08,500.0,500.0,0.085,1434.37952
72,72,61,39,1248,48,Sequoyah,9.0,Commercial Condos,Offices (Non-medical),Food Service,,Greenholt-Strosin,33:01.8,33:10.2,2.0,5,False,True,2,60,6570.0,0.0878,,2,4120.0,14000.0,2,5867,3599,727.0,92.0,25649280.0,14.26940639,2944.0,5939,3599,6824.857308,6952.607308,,4193.6796,0.84,165.7877561,"23015 Edmonds Way,",Edmonds,WA,98026.0,47.79051,-122.35503,104038.14,26306.28,77731.86,,50000.0,0.085,2.0807628
73,73,64,26,1270,49,Mando,,,,Retail - Mall & Non-Mall,2336.0,"Medhurst, Erdman and Muller",30:20.8,30:35.2,2.0,5,False,True,6,357,5509.666667,0.0505,,6,595170.0,24000.0,6,63850,63850,8274.0,0.0,0.0,0.0,0.0,28,28,186303.0284,186303.0284,,438508.54,,42.48561007,,,,,,,3689440.0,271.12,3689168.88,,10000.0,0.079,368.944
74,74,65,27,1271,49,Priority Payment Systems,,,,Health care - Inpatient,2336.0,"Medhurst, Erdman and Muller",30:05.2,30:20.4,2.0,5,False,True,5,190,2750.0,0.147,,5,43700.0,24800.0,5,65535,65535,2618.0,0.0,0.0,0.0,0.0,38,38,37249.212,37249.212,,89977.375,,41.39842044,,,,,,,253396.0,0.0,253396.0,,100000.0,0.085,2.53396
75,75,67,93,158,20,Idaho Innovation Center,,,,Offices (Non-medical),2336.0,"Raynor, Ritchie and Ondricka",25:54.3,26:16.6,2.0,5,False,True,15,4050,2646.6,0.0578,,15,8865450.0,16666.66667,15,5059,16347,2177.0,972.5,78449013.5,1018.571764,34922.0,47,126,6658.776085,6658.776085,,28610.705469999997,4.3,23.27372211,,,,,,,193652.75199999998,78449.0135,115203.7385,,100000.0,0.06,1.93652752
76,76,68,30,1259,50,School House Rock,55.0,Schools (Preschool/Elementary),Education,Warehouse and storage,2216.0,Schimmel-Rodriguez,32:29.1,32:30.2,2.0,5,False,True,1,2,8760.0,0.08,,1,70.0,24000.0,1,12,12,12.0,0.0,0.0,0.0,0.0,1,1,294.336,294.336,,419.376,,70.18427378,,,,,,,3679.2,0.0,3679.2,,5000.0,0.961,0.7358399999999999
77,77,75,37,1268,49,Establishment,51.0,Restaurants,Food Service,Food Sales,2336.0,"Medhurst, Erdman and Muller",30:46.9,30:59.2,2.0,5,False,True,12,192,8008.0,0.15,,12,80640.0,17166.66667,12,962,962,454.0,254.5,24688664.0,112.38761240000001,3083.0,25,25,10777.1664,14010.316319999998,,10290.33985,0.73,136.1501809,,,,,,,96536.44,24688.664,71847.776,,2000.0,0.085,48.26822
78,78,76,40,1454,7,Deca SW,40.0,Office (General Office Types),Offices (Non-medical),Services,,Bartoletti and Sons,48:40.6,48:42.4,2.0,5,False,True,1,2,1980.0,0.1,,1,130.0,1000.0,1,6,6,6.0,7.0,83160.0,12.62626263,42.0,1,1,68.904,113.65239540000002,,105.1842,0.93,108.0508246,,,,,,,772.2,83.16,689.04,,27.0,0.085,28.6
79,79,77,41,1255,90,Retrofit,,,,Food Service,,"Bruen, Bernhard and Beer",32:35.4,32:36.5,2.0,5,False,True,1,1,,,,1,13.0,20000.0,1,6,6,6.0,13.0,0.0,0.0,78.0,1,1,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,10000.0,0.085,0.0
80,80,79,43,1257,93,Example Project,16.0,Entertainment,Public assembly,Food Service,,"Cruickshank, Hermiston and Vandervort",32:30.3,32:33.9,2.0,5,False,True,3,72,5110.0,0.08,,3,31914.0,14750.0,3,146,146,104.0,180.0,31144720.0,97.03196347,8402.0,4,4,7347.1872,7347.1872,,68238.2,,10.76697099,1509 Robert Street,Boise,ID,83705.0,43.590958,-116.21258999999999,130868.56,39028.72,91839.84,,1000.0,0.8,130.86856
81,81,81,44,1267,94,Gietzen Electric,40.0,Office (General Office Types),Offices (Non-medical),Food Service,2249.0,Lakin and Sons,31:07.8,31:10.4,2.0,5,False,True,2,6,3120.0,0.1,,2,846.0,22000.0,2,21,24,15.0,48.0,776880.0,48.07692308,249.0,3,4,112.32,118.7628,,257.5488,2.17,46.11273669,125 9th Ave,Buhl,ID,83316.0,42.599346000000004,-114.758545,1900.08,776.88,1123.2,,1500.0,0.0,1.26672
82,82,84,46,1256,97,asdfasdf,,,,Other,,Rau-Graham,32:34.1,32:35.3,2.0,5,False,True,1,1,3800.0,,,1,458.0,10000.0,1,100,100,100.0,10.0,3800000.0,13.15789474,1000.0,1,1,0.0,0.0,,0.0,,,,,,,,,174040.0,3800.0,170240.0,,10000.0,0.961,17.404
83,83,87,50,1316,20,YMCA Downtown Pool Lights,22.0,Gymnasium,Public assembly,Health care - Inpatient,2336.0,"Raynor, Ritchie and Ondricka",20:22.7,20:24.9,2.0,5,False,True,1,3,5177.0,0.05,,1,696.0,10000.0,1,208,208,104.0,290.0,78069160.0,19.3162063,15080.0,2,2,2342.0748,3765.7498,,19314.672,5.13,19.49683536,1050 W State Street,Boise,ID,83702.0,43.620235,-116.20326999999999,124910.656,78069.16,46841.496,,500.0,0.085,249.821312
84,84,88,54,1280,100,Sweet Pizza_23,9.0,Commercial Condos,Offices (Non-medical),Food Service,2349.0,"Kuhlman, Cummerata and Mertz",40:35.9,40:53.0,2.0,5,False,True,11,3536,4088.0,0.08,,11,3203200.0,18411.76471,11,0,0,97.0,280.5,4111526.0,642.3051834,1316.5,21,31,116.6176,116.6176,,17427.6298,,0.66915353,5429 32nd Ave NW,Seattle,WA,98107.0,47.668372999999995,-122.39867,41807.968,40350.248,1457.72,,10000.0,0.122,4.1807968
85,85,89,61,1263,100,Washington Park Tower SCL,9.0,Commercial Condos,Offices (Non-medical),Food Service,2349.0,"Kuhlman, Cummerata and Mertz",31:38.3,32:23.0,2.0,5,False,True,16,9072,4117.666667,0.08,,16,8211456.0,13285.71429,16,147,221,109.0,198.0,7178820.0,131.2785388,893.0,21,31,5977.05408,5977.05408,,46407.03084,,12.87963046,1620 43rd Ave E,Seattle,WA,98112.0,47.633829999999996,-122.27624499999999,109922.588,35209.412000000004,74713.17599999999,,6557.0,0.07,16.76415861
86,86,90,51,1275,87,DFI RAPTOR HANGAR,,,,Other,2220.0,Greenfelder Group,29:50.2,29:53.1,2.0,5,False,True,2,2,4380.0,0.13,,2,3090.0,10000.0,2,40,40,40.0,600.0,52560000.0,25.11415525,12000.0,40,40,10761.66,10761.66,,13810.4675,1.28,77.92393704,,,,,,,135342.0,52560.0,82782.0,24320.0,24320.0,0.085,5.565049342000001
87,87,91,56,1269,87,DFI 6D RIDING ARENA,17.0,Exercise Center,Public assembly,Public assembly,2220.0,Greenfelder Group,30:35.4,30:36.8,2.0,5,False,True,1,1,1040.0,0.13,,1,295.0,10000.0,1,48,48,48.0,125.0,6240000.0,48.07692308,6000.0,48,48,1103.232,1103.232,,10359.0,,10.64998552,Bee Cave Road,Austin,TX,78733.0,30.295656,-97.82849,14726.4,6240.0,8486.4,24192.0,24192.0,0.961,0.6087301589999999
88,88,92,52,1276,101,Flow,17.0,Exercise Center,Public assembly,Other,2239.0,"Fadel, Kunze and Emard",29:46.1,29:50.1,2.0,5,False,True,2,12,4380.0,0.09,,2,1140.0,12500.0,2,244,244,122.0,56.0,9075360.0,22.83105023,1036.0,6,6,2436.156,2436.156,,1046.3898,0.43,232.81534280000002,,,,,,,33200.4,6132.0,27068.4,,8500.0,0.18796,3.905929412
89,89,93,159,1349,103,Western Academy,,,,Warehouse and storage,2251.0,Pfeffer Inc,11:05.9,11:14.4,2.0,5,False,True,4,36,3650.0,0.1,,4,15840.0,21000.0,4,1463,2932,1020.0,126.0,67014000.0,47.94520548,18360.0,7,17,13494.78,13494.78,,7570.5624,0.56,178.25333559999999,,,,,,,201961.8,67014.0,134947.8,,100000.0,0.048889999999999996,2.019618
90,90,94,55,1447,123,Forest Heights Baptist Church,5.0,Church,Religious worship,Warehouse and storage,2251.0,"Yundt, Kirlin and Corwin",49:01.0,49:03.5,2.0,5,False,True,4,4,4300.0,0.1,,4,4916.0,10500.0,4,14,14,14.0,210.0,3655000.0,102.3255814,850.0,4,4,922.35,922.35,,3414.25,3.9,27.01471773,6371 Oxon Hill Road,Oxon Hill,MD,20745.0,38.80433,-76.99438,12878.5,3655.0,9223.5,,27.0,0.048889999999999996,476.98148150000003
91,91,103,64,1371,110,The Emerson Apartments LED Retrofit,37.0,Multi-Family (Common Areas),Other,Other,2251.0,"Trantow, Swift and Barrows",07:13.4,07:29.8,2.0,5,False,True,6,126,8760.0,0.07,,6,30492.0,25666.66667,6,9823,9831,1661.0,213.0,140089920.0,102.739726,15992.0,20,23,14245.2492,14281.2492,,23823.98574,1.67,59.94483608,4800 Printers Way,Frisco,TX,75033.0,33.157494,-96.84498599999999,343593.48,140089.92,203503.56,,50000.0,0.11,6.871869599999999
92,92,105,63,1299,14,V2 Test,40.0,Office (General Office Types),Offices (Non-medical),Warehouse and storage,,Abernathy-Barton,22:27.6,22:28.9,2.0,5,False,True,1,1,4160.0,,,1,89.0,24000.0,1,1250,3750,3750.0,14.0,218400000.0,12.01923077,52500.0,1,3,0.0,4765.061415,,399375.0,,1.193129619,,,,,,,462800.0,218400.0,244400.0,100000.0,100000.0,0.063,4.628
93,93,109,65,321,28,Motel 9,65.0,Other,Other,Offices (Non-medical),2311.0,Sipes Group,22:15.4,22:21.3,2.0,5,False,True,9,108,6366.0,0.1,,9,291060.0,15777.77778,9,62,71,71.0,1052.0,22571136.0,111.5469865,5136.0,18,16,3695.3604,3695.3604,,15181.16,4.11,24.34175254,,,,,,,59524.74,22571.136000000002,36953.604,,6000.0,0.1,9.92079
94,94,110,66,1304,105,Kindred Arlington,,,,Offices (Non-medical),2254.0,Herzog Group,21:54.9,21:57.7,2.0,5,False,True,1,24,5000.0,0.08,,1,6500.0,13166.66667,1,330,165,165.0,18.0,17820000.0,0.0,2970.0,2,1,4118.4,4230.268032999999,,2574.0,,164.34607739999998,,,,,,,145716.0,94236.0,51480.0,,47.0,0.1,3100.340426
95,95,111,67,1293,19,Test Project 12-28,,,,Offices (Non-medical),2336.0,"Blanda, Stiedemann and Kiehn",25:26.2,25:29.3,2.0,5,False,True,5,75,1946.6666670000002,0.08,,5,10500.0,23800.0,5,126,126,93.0,146.0,4688060.0,125.5707763,1393.0,11,11,216.3136,232.186692,,1632.753,7.11,14.22056441,,,,,,,5155.26,2451.34,2703.92,,10000.0,0.1,0.515526
96,96,111,676,1296,19,Test Project 12-28,,,,Offices (Non-medical),2336.0,"Blanda, Stiedemann and Kiehn",25:09.0,25:13.9,2.0,5,False,True,2,75,1946.6666670000002,0.08,,2,4200.0,23800.0,2,59,59,33.0,24.0,1208880.0,39.9543379,292.0,4,4,189.5664,203.4767824,,279.6,1.37,72.77424264,,,,,,,5155.26,2785.68,2369.58,,500.0,0.0,10.31052
97,97,111,677,1292,19,Test Project 12-28,,,,Offices (Non-medical),2336.0,"Blanda, Stiedemann and Kiehn",25:22.4,25:26.0,2.0,5,False,True,2,75,1946.6666670000002,0.08,,2,4200.0,23800.0,2,59,59,33.0,24.0,1208880.0,39.9543379,292.0,4,4,231.6144,248.6102647,,329.6,1.33,75.42787156,,,,,,,5155.26,2260.08,2895.18,,500.0,0.06,10.31052
98,98,111,679,1295,19,Test Project 12-28,,,,Offices (Non-medical),2336.0,"Blanda, Stiedemann and Kiehn",25:32.9,25:36.9,2.0,5,False,True,2,75,1946.6666670000002,0.08,,2,4200.0,23800.0,2,59,59,33.0,24.0,1208880.0,39.9543379,292.0,4,4,231.6144,248.6102647,,329.6,1.33,75.42787156,,,,,,,5155.26,2260.08,2895.18,,22.0,0.0,234.33
99,99,112,70,637,20,McLaughlin Retrofit,42.0,Parking Garages,Services,Offices (Non-medical),2336.0,"Raynor, Ritchie and Ondricka",20:20.3,20:22.5,2.0,5,False,True,2,2,8760.0,0.105,,2,418.0,17000.0,2,49,96,96.0,38.0,12754560.0,10.273972599999999,1456.0,2,3,1984.0086,1984.0086,,3580.94784,1.8,55.40456574,100 S. Leadville Ave.,Ketchum,ID,83340.0,43.680374,-114.36192,31649.88,12754.56,18895.32,,1177.5,0.961,26.87887898
100,100,116,95,1473,26,School Project,,,,Food Sales,2238.0,Toy LLC,47:03.9,47:07.3,2.0,5,False,True,3,90,6173.333333,0.08,,3,11970.0,17666.66667,3,310,305,155.0,55.0,7282200.0,180.7077626,1695.0,5,4,530.256,530.256,,420.336,0.79,126.15050819999999,,,,,,,13910.4,7282.2,6628.2,,10000.0,0.063,1.39104
101,101,116,819,1472,26,School Project,,,,Services,2238.0,Toy LLC,46:59.8,47:03.8,2.0,5,False,True,3,90,6173.333333,0.08,,3,11970.0,17666.66667,3,310,310,160.0,55.0,7317200.0,180.7077626,1730.0,5,5,527.456,527.456,,462.89502000000005,0.88,113.9472185,,,,,,,13910.4,7317.2,6593.2,,2983.87,0.15,4.661865296
102,102,117,80,268,30,Fury Jeep Stillwater,1.0,Auto Related,Services,Warehouse and storage,2357.0,"Bauch, Morar and Lakin",56:15.0,56:20.6,2.0,5,False,True,5,30,3550.0,0.11,,5,16290.0,29200.0,5,4377,4377,381.0,646.0,47140900.0,247.1528472,12850.0,18,18,8627.509,8627.509,,20488.314,3.2,42.10941418,,,,,,,125572.8,47140.9,78431.9,,1000.0,0.06,125.5728
103,103,118,81,255,30,Fury Motors CDJR,1.0,Auto Related,Services,Food Service,2357.0,"Bauch, Morar and Lakin",56:03.7,56:14.8,2.0,5,False,True,4,513,3826.666667,0.11,,4,517788.0,16444.44444,4,71,71,71.0,87.0,4669200.0,43.95604396,1224.0,4,4,58931.6431,58931.6431,,130380.5457,2.21,45.19972114,1000 Concord St. South,South St. Paul,MN,55075.0,44.87357,-93.030624,723854.81,188112.6,535742.21,,500.0,0.15,1447.7096199999999
104,104,119,84,432,30,Fury Ram Truck Center,1.0,Auto Related,Services,Other,2357.0,"Bauch, Morar and Lakin",55:55.9,56:03.4,2.0,5,False,True,11,429,3483.333333,0.11,,11,1164504.0,16923.07692,11,753,753,251.0,892.0,42531800.0,271.8087882,12362.0,19,19,16293.188999999998,16293.188999999998,,33828.8195,2.08,48.16363456,11144 Stillwater Blvd.,Lake Elmo,MN,55042.0,45.002384,-92.88049000000001,214030.7,65910.8,148119.9,,500.0,0.079,428.0614
105,105,121,85,161,110,Arch Communications,,,,Food Service,2251.0,"Trantow, Swift and Barrows",20:56.9,20:58.2,2.0,5,False,True,1,1,,,,1,35.0,24000.0,1,72,72,72.0,12.0,0.0,0.0,864.0,1,1,0.0,0.0,,1728.0,,0.0,,,,,,,0.0,0.0,0.0,1500.0,1500.0,0.085,0.0
106,106,123,87,1309,122,City of Elk Grove,,,,Other,2249.0,Jast and Sons,20:55.3,20:56.8,2.0,5,False,True,2,4,4380.0,0.1128,,2,1940.0,10000.0,2,3066,3066,3066.0,90.0,569934360.0,0.036073059,130122.0,3066,3066,280432.2086,280432.2086,,337572.02,,83.07329754,,,,,,,3056035.5,569934.36,2486101.14,,500.0,0.085,6112.071
107,107,124,88,1287,19,Test product pricing,4.0,Bar,Food Service,Education,2336.0,"Blanda, Stiedemann and Kiehn",25:52.2,25:54.2,2.0,5,False,True,1,2,1000.0,0.08,,1,96.0,12500.0,1,10,10,10.0,7.0,70000.0,25.0,70.0,1,1,42.4,42.4,,110.15299999999999,2.6,38.49191579,,,,,,,960.0,430.0,530.0,,250000.0,0.115,0.0038399999999999997
108,108,125,89,212,115,SunLight Senior Living,39.0,Nursing Homes,Health care - Outpatient,Warehouse and storage,2228.0,Runolfsson and Sons,20:49.8,20:55.2,2.0,5,False,True,6,120,6570.0,0.11,,6,38280.0,22666.66667,6,571,571,318.0,253.5,40563180.0,74.20091324,5740.5,10,10,3570.6198,3570.6198,,6484.542857,1.82,55.06355465,400 Western Ave,St. Paul,MN,55103.0,44.953228,-93.11598000000001,73023.36,40563.18,32460.18,,100000.0,0.961,0.7302335999999999
109,109,129,91,1289,19,Company Role Abilities - LED Supply Test,,,,Warehouse and storage,2336.0,"Blanda, Stiedemann and Kiehn",25:45.7,25:52.1,2.0,5,False,True,3,128,6570.0,0.08,,3,24672.0,13750.0,3,66,66,44.0,106.0,10774800.0,30.82191781,1230.0,4,4,85702.2336,91991.0635,,25720.069,0.28,357.66258439999996,,,,,,,1230972.72,159694.8,1071277.92,,27.0,0.069,45591.58222
110,110,131,90,1303,122,"Mandarin Oriental Case Study - Washington, DC",32.0,Lodging (Hotels/Motels),Lodging,Warehouse and storage,2249.0,Jast and Sons,21:57.9,22:15.3,2.0,5,False,True,5,20,8760.0,0.14,,5,7580.0,7800.0,5,11400,11400,11400.0,94.0,1003020000.0,28.53881279,114500.0,5,5,593332.32,593332.32,,56746.0,0.1,1045.5932050000001,1330 Maryland Ave SW,Washington,DC,20024.0,38.88361,-77.03045,5241108.0,1003020.0,4238088.0,,1000.0,0.15,5241.108
111,111,135,94,175,88,Dorel - Fontana - Exterior Lighting,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Education,2254.0,Powlowski LLC,20:46.7,20:49.6,2.0,5,False,True,1,10,4380.0,0.15,,1,2940.0,10000.0,1,48,48,48.0,58.0,12193920.0,11.41552511,2784.0,48,48,2270.592,2270.592,,13188.6576,5.81,17.216248,9950 Calabash Avenue,Fontana,CA,92335.0,34.073105,-117.504074,45385.56,30248.28,15137.28,,50000.0,0.085,0.9077111999999999
112,112,141,97,1310,126,Cool Project Man,,,,Education,,Cassin-McDermott,25:14.4,25:16.1,2.0,5,False,True,2,2,5000.0,0.1,,2,84.0,12500.0,2,1000050,1000050,1000050.0,154.0,20037500000.0,25.0,4007500.0,2,2,997150.0,997150.0,,9615186.5,,10.37057368,physical address,physical,AR,22222.0,34.895527,-92.444626,30009000.0,20037500.0,9971500.0,,225.0,0.079,133373.3333
113,113,143,98,1534,102,Bethel Industries,34.0,Manufacturing Facility,Other,Education,2249.0,"Collier, Stroman and Auer",19:00.1,19:53.3,2.0,5,False,True,6,1072,2700.0,0.1577,,6,536268.0,22500.0,6,3867,3867,291.0,2023.0,33272100.0,1336.296296,12323.0,49,49,13426.861859999999,24679.50561,,3849.0,0.16,641.1926632999999,,,,,,,158787.0,73645.2,85141.8,,720.0,0.18447,220.5375
114,114,144,99,162,115,ServiceMaster by Ayotte,62.0,Warehouse (Not Refrigerated),Warehouse and storage,Food Sales,2228.0,Runolfsson and Sons,47:08.1,47:16.5,2.0,5,False,True,6,168,3515.0,0.11,,6,183288.0,13333.33333,6,951,951,226.0,609.0,22046070.0,464.7195658,7876.0,14,14,2890.0476,2890.0476,,8478.130616,2.93,34.08826463,450 Armstrong Road,Northfield,MN,55057.0,44.455505,-93.18174,48319.23,22046.07,26273.16,,5000.0,0.085,9.663846000000001
115,115,146,100,388,20,Nelson Auto Service,1.0,Auto Related,Services,Offices (Non-medical),2336.0,"Raynor, Ritchie and Ondricka",20:39.9,20:43.1,2.0,5,False,True,4,8,2860.0,0.12,,4,5520.0,18500.0,4,20,28,28.0,174.0,3803800.0,92.65734266,1330.0,4,5,945.5160000000001,945.5160000000001,,3082.9322399999996,3.26,30.66937339,115 S River Street,Hailey,ID,83333.0,43.51896,-114.31660500000001,11683.1,3803.8,7879.3,,30.0,0.085,389.4366667
116,116,147,101,1311,116,Pala Casino,,,,Warehouse and storage,2228.0,Wintheiser-Spencer,20:43.2,20:46.6,2.0,5,False,True,1,2,8760.0,0.17,,1,326.0,10000.0,1,0,0,,,,,,1,1,69626.0568,69626.0568,,53984.0,0.78,128.9753571,,,,,,,582680.16,173115.12,409565.04,100000.0,100000.0,0.122,5.8268016
117,117,148,102,1300,28,French Drug Company,24.0,Hospitals / Health Care,Health care - Inpatient,Offices (Non-medical),2311.0,Sipes Group,40:48.4,40:52.3,2.0,5,False,True,7,84,3102.5,0.1,,7,55440.0,24000.0,7,0,0,,,,,,7,15,1.35e-13,1.35e-13,,0.0,,inf,,,,,,,45001.945,45001.945,0.0,,1000.0,0.0649,45.001945
118,118,149,103,1247,7,Acme Office 2,,,,Offices (Non-medical),,Bartoletti and Sons,28:10.6,28:12.6,2.0,5,False,True,1,1,4000.0,,,1,28.0,24000.0,1,88,88,22.0,52.0,1144000.0,50.0,286.0,4,4,0.0,0.0,,323.4,,0.0,,,,,,,2464.0,1144.0,1320.0,,10000.0,0.085,0.2464
119,119,150,104,403,115,NAPA Auto - Faribault,52.0,Retail,Retail - Mall & Non-Mall,Retail - Mall & Non-Mall,2228.0,Runolfsson and Sons,31:05.6,31:07.7,2.0,5,False,True,1,2,2469.0,0.11,,1,196.0,24000.0,1,80,80,80.0,60.0,17222400.0,27.87068004,4800.0,1,1,1199.8272,1199.8272,,10707.068490000001,8.92,11.2059356,417 1st Ave NW,Faribault,MN,55021.0,44.295320000000004,-93.2696,28129.92,17222.4,10907.52,,720.0,0.063,39.06933333
120,120,151,105,174,20,Idaho Lumber,,,,Retail - Mall & Non-Mall,2336.0,"Raynor, Ritchie and Ondricka",30:59.4,31:04.1,2.0,5,False,True,4,10,4368.0,0.05,,4,3456.0,14800.0,4,111,228,228.0,49.0,14501760.0,34.34065934,3320.0,4,7,882.336,882.336,,1029.99756,1.17,85.66389225,921 Airport Way,Hailey,ID,83333.0,43.51177,-114.30743400000001,33651.072,16004.351999999999,17646.72,111.12299999999999,111.12299999999999,0.1,302.8272455
121,121,152,106,350,87,SAN MARCOS LIBRARY,29.0,Library,Public assembly,Public order and safety,2220.0,Greenfelder Group,21:53.3,21:54.8,2.0,5,False,True,1,1,1768.0,0.1,,1,458.0,10000.0,1,56,56,56.0,135.0,13366080.0,84.84162896,7560.0,1,1,3197.9584,3197.9584,,40462.8,,7.903453047999999,625 E Hopkins,San Marcos,TX,78676.0,29.885465999999997,-97.93132,45345.664000000004,13366.08,31979.584,,720.0,0.15,62.98008889
122,122,156,108,585,20,US Bank Parking Garage - Ketchum,42.0,Parking Garages,Services,Health care - Inpatient,2336.0,"Raynor, Ritchie and Ondricka",20:37.4,20:39.8,2.0,5,False,True,3,12,6479.0,0.09,,3,3480.0,19333.33333,3,31,56,56.0,43.0,7275264.0,15.23610939,918.0,3,7,795.3228,795.3228,,1570.31736,1.97,50.64726534,111 N Main St,Ketchum,ID,83340.0,43.679543,-114.3632,16112.184,7275.264,8836.92,,7000.0,0.048889999999999996,2.301740571
